Uniprot,GeneName
A0A075B6S4,IGKV1D-17
P48357,LEPR
P48357,DB
P48357,OBR
Q13136,PPFIA1
Q13136,LIP1
O95237,LRAT
P54315,PNLIPRP1
P54315,PLRP1
Q9Y333,LSM2
Q9Y333,C6orf28
Q9Y333,G7B
O95777,LSM8
Q86TE4,LUZP2
Q86TE4,UNQ2566/PRO6246
A0A075B6J1,IGLV5-37
Q5TIA1,MEI1
Q9GZU1,MCOLN1
Q9GZU1,ML4
Q9GZU1,TRPML1
Q9GZU1,MSTP080
P0C7V9,METTL15P1
P0C7V9,METT5D2
Q9BUT9,MCRIP2
Q9BUT9,C16orf14
Q9BUT9,FAM195A
Q96EH3,MALSU1
Q96EH3,C7orf30
Q03112,MECOM
Q03112,EVI1
Q03112,MDS1
Q03112,PRDM3
P41968,MC3R
O43462,MBTPS2
O43462,S2P
Q8WZ33,MAFIP
Q8WZ33,MIP
Q8WZ33,PP5644
Q8IV50,LYSMD2
Q8WXG6,MADD
Q8WXG6,DENN
Q8WXG6,IG20
Q8WXG6,KIAA0358
Q9NX63,CHCHD3
Q9NX63,MIC19
Q9NX63,MINOS3
P24347,MMP11
P24347,STMY3
P55081,MFAP1
Q5T2T1,MPP7
Q2M385,MPEG1
Q96LB1,MRGPRX2
Q96LB1,MRGX2
Q9NRJ1,C8orf17
Q9HCE1,MOV10
Q9HCE1,KIAA1631
Q8NDA8,MROH1
Q8NDA8,HEATR7A
Q8NDA8,KIAA1833
O15374,SLC16A4
O15374,MCT4
O15374,MCT5
Q6ZUA9,MROH5
Q92887,ABCC2
Q92887,CMOAT
Q92887,CMOAT1
Q92887,CMRP
Q92887,MRP2
Q70IA6,MOB2
Q70IA6,HCCA2
Q96EF0,MTMR8
Q9Y216,MTMR7
Q96DR8,MUCL1
Q96DR8,SBEM
Q96DR8,UNQ590/PRO1160
Q9H195,MUC3B
Q9H903,MTHFD2L
O60934,NBN
O60934,NBS
O60934,NBS1
O60934,P95
Q8N7R0,NANOGP1
Q8N7R0,NANOG2
Q9H009,NACA2
Q9H009,NACAL
P04198,MYCN
P04198,BHLHE37
P04198,NMYC
Q9Y5B8,NME7
Q8NEV4,MYO3A
Q96S97,MYADM
Q96S97,UNQ553/PRO1110
O00533,CHL1
O00533,CALL
Q9H2Z4,NKX2-4
Q9H2Z4,NKX2D
Q96PY6,NEK1
Q96PY6,KIAA1901
Q9UN36,NDRG2
Q9UN36,KIAA1248
Q9UN36,SYLD
Q96G74,OTUD5
Q16549,PCSK7
Q16549,LPC
Q16549,PC7
Q16549,PC8
Q16549,SPC7
Q15032,R3HDM1
Q15032,KIAA0029
Q15032,R3HDM
Q9H974,QTRT2
Q9H974,QTRTD1
O75192,PEX11A
O75192,PEX11
Q9H427,KCNK15
Q9H427,TASK5
Q9BW19,KIFC1
Q9BW19,HSET
Q9BW19,KNSL2
A6NMS7,LRRC37A
A6NMS7,LRRC37A1
O14960,LECT2
A0A075B6S6,IGKV2D-30
Q6UWW0,LCN15
Q6UWW0,UNQ2541/PRO6093
Q8IYD9,LAS2
Q8IYD9,C18orf54
Q5TDP6,LGSN
Q5TDP6,GLULD1
Q5TDP6,LGS
Q6ZST4,LCNL1
Q96DT0,LGALS12
Q96DT0,GRIP1
Q5TA77,LCE3B
Q5TA77,LEP14
Q8N967,LRTM2
Q6P1Q0,LETMD1
P55344,LIM2
P28300,LOX
Q9BTT4,MED10
Q9BTT4,L6
Q9BTT4,TRG17
Q9BTT4,TRG20
O60663,LMX1B
Q96T17,MAP7D2
P62312,LSM6
Q9UK45,LSM7
Q14814,MEF2D
P50579,METAP2
P50579,MNPEP
P50579,P67EIF2
Q8N3Y3,LARGE2
Q8N3Y3,GYLTL1B
Q8N3Y3,PP5656
Q6ZN16,MAP3K15
Q6ZN16,ASK3
Q16644,MAPKAPK3
Q14D04,VEPH1
Q14D04,KIAA1692
Q14D04,VEPH
Q1X8D7,LRRC36
Q1X8D7,RORBP70
O15021,MAST4
O15021,KIAA0303
P35410,MAS1L
P35410,MRG
Q9NXL9,MCM9
Q9NXL9,C6orf61
Q9NXL9,MCMDC1
Q14703,MBTPS1
Q14703,KIAA0091
Q14703,S1P
Q14703,SKI1
Q13021,MALL
Q13021,BENE
P09238,MMP10
P09238,STMY2
Q9BYG3,NIFK
Q9BYG3,MKI67IP
Q9BYG3,NOPP34
P20585,MSH3
P20585,DUC1
P20585,DUG
Q29980,MICB
Q29980,PERB11.2
Q13421,MSLN
Q13421,MPF
O60906,SMPD2
Q8NGC5,OR6J1
Q8NGC5,OR6J2
Q8IZS5,OFCC1
Q8IZS5,MRDS1
Q8TDS5,OXER1
Q8TDS5,GPR170
Q8TDS5,TG1019
Q9Y5N6,ORC6
Q9Y5N6,ORC6L
Q8NH69,OR5W2
Q8NH69,OR5W2P
Q8NH69,OR5W3P
Q9HBI0,PARVG
Q5VY43,PEAR1
Q5VY43,MEGF12
Q8TF01,PNISR
Q8TF01,C6orf111
Q8TF01,SFRS18
Q8TF01,SRRP130
Q8TF01,HSPC261
Q8TF01,HSPC306
O14495,PLPP3
O14495,LPP3
O14495,PPAP2B
Q96N28,PRELID3A
Q96N28,C18orf43
Q96N28,SLMO1
Q9HBV1,POPDC3
Q9HBV1,POP3
Q9NUX5,POT1
O15162,PLSCR1
Q9ULU4,ZMYND8
Q9ULU4,KIAA1125
Q9ULU4,PRKCBP1
Q9ULU4,RACK7
Q9NUQ2,AGPAT5
Q92620,DHX38
Q92620,DDX38
Q92620,KIAA0224
Q92620,PRP16
Q96KF2,PRAC1
Q96KF2,C17orf92
Q96KF2,PRAC
Q8TAP8,PPP1R35
Q8TAP8,C7orf47
Q9NQV7,PRDM9
Q9NQV7,PFM6
Q8TCU6,PREX1
Q8TCU6,KIAA1415
Q9Y6C5,PTCH2
Q9Y6C5,UNQ560/PRO1121/PRO57079
O43242,PSMD3
P18031,PTPN1
P18031,PTP1B
P29350,PTPN6
P29350,HCP
P29350,PTP1C
P38571,LIPA
Q49AS3,LRRC37A5P
Q49AS3,C9orf29
O75145,PPFIA3
O75145,KIAA0654
P00338,LDHA
P00338,PIG19
Q01650,SLC7A5
Q01650,CD98LC
Q01650,LAT1
Q01650,MPE16
O95461,LARGE1
O95461,KIAA0609
O95461,LARGE
Q17RB8,LONRF1
Q17RB8,RNF191
Q15345,LRRC41
Q15345,MUF1
Q15345,PP7759
Q14693,LPIN1
Q14693,KIAA0188
Q96S06,LMF1
Q96S06,C16orf26
Q96S06,TMEM112
Q96S06,HMFN1876
Q96S06,JFP11
P07948,LYN
P07948,JTK8
O43324,EEF1E1
O43324,AIMP3
O43324,P18
Q9H9H5,MAP6D1
Q9UPN3,MACF1
Q9UPN3,ABP620
Q9UPN3,ACF7
Q9UPN3,KIAA0465
Q9UPN3,KIAA1251
Q99687,MEIS3
Q99687,MRG2
Q14676,MDC1
Q14676,KIAA0170
Q14676,NFBD1
P49736,MCM2
P49736,BM28
P49736,CCNL1
P49736,CDCL1
P49736,KIAA0030
Q8TD91,MAGEC3
Q8TD91,HCA2
P33992,MCM5
P33992,CDC46
O60732,MAGEC1
Q9NUK0,MBNL3
Q9NUK0,CHCR
Q9NUK0,MBLX39
Q9NUK0,MBXL
Q5I0G3,MDH1B
P33993,MCM7
P33993,CDC47
P33993,MCM2
A6NE82,MBD3L3
Q05195,MXD1
Q05195,MAD
Q9BQG0,MYBBP1A
Q9BQG0,P160
Q5TF39,MFSD4B
Q5TF39,KIAA1919
Q5TF39,NAGLT1
Q5TF39,HSPC100
Q6N075,MFSD5
Q6N075,UNQ832/PRO1759
Q8NAN2,MIGA1
Q8NAN2,FAM73A
Q13219,PAPPA
Q96S19,METTL26
Q96S19,JFP2
Q96S19,C16orf13
O15438,ABCC3
O15438,CMOAT2
O15438,MLP2
O15438,MRP3
P00387,CYB5R3
P00387,DIA1
Q7Z5D8,NANOGNB
A6NI61,MYMK
A6NI61,TMEM226
A6NI61,TMEM8C
Q9UBC5,MYO1A
Q9UBC5,MYHL
Q9Y6K9,IKBKG
Q9Y6K9,FIP3
Q9Y6K9,NEMO
P48552,NRIP1
Q9UHK0,NUFIP1
A1L443,NUTM2F
A1L443,FAM22F
Q7L8S5,OTUD6A
Q7L8S5,DUBA2
Q8WZ92,OR5P2
P03897,MT-ND3
P03897,MTND3
P03897,NADH3
P03897,ND3
Q8NGD3,OR4K5
Q86W56,PARG
Q92521,PIGB
P34995,PTGER1
Q8TEM1,NUP210
Q8TEM1,KIAA0906
Q8TEM1,PSEC0245
Q9Y6A1,POMT1
Q9Y570,PPME1
Q9Y570,PME1
Q9Y570,PP2593
Q9Y570,PRO0750
Q6S545,POTEH
Q6S545,A26C3
Q6S545,ACTBL1
Q6S545,POTE22
Q9H939,PSTPIP2
B7ZBB8,PPP1R3G
Q7Z2D5,PLPPR4
Q7Z2D5,KIAA0455
Q7Z2D5,LPPR4
Q7Z2D5,PHP1
Q7Z2D5,PRG1
O00329,PIK3CD
O94827,PLEKHG5
O94827,KIAA0720
Q6NUQ1,RINT1
Q9H7P9,PLEKHG2
Q6NYC1,JMJD6
Q6NYC1,KIAA0585
Q6NYC1,PSR
Q6NYC1,PTDSR
Q7Z3Y9,KRT26
Q7Z3Y9,KRT25B
Q13797,ITGA9
Q0VD86,INCA1
Q0VD86,HSD45
P35568,IRS1
Q9NRX6,TMEM167B
Q9NRX6,C1orf119
Q9NRX6,AD-020
Q92985,IRF7
Q01101,INSM1
Q01101,IA1
O95279,KCNK5
O95279,TASK2
P57682,KLF3
P57682,BKLF
P17252,PRKCA
P17252,PKCA
P17252,PRKACA
Q05513,PRKCZ
Q05513,PKC2
A8MTY7,KRTAP9-7
A8MTY7,KAP9.7
A8MTY7,KRTAP9.7
A8MTY7,KRTAP9L1
P05162,LGALS2
Q8WX39,LCN9
Q7Z4F1,LRP10
Q7Z4F1,MSTP087
Q7Z4F1,SP220
Q7Z4F1,UNQ389/PRO724
Q6VAB6,KSR2
Q8TF66,LRRC15
Q8TF66,LIB
A6NM36,LRRC30
Q6NSJ5,LRRC8E
P09917,ALOX5
P09917,LOG5
Q6UWE0,LRSAM1
Q6UWE0,TAL
Q6UWE0,UNQ6496/PRO21356
P14151,SELL
P14151,LNHR
P14151,LYAM1
Q93052,LPP
Q9Y4Y9,LSM5
Q6ZN17,LIN28B
Q6ZN17,CSDD2
Q5U623,ATF7IP2
Q5U623,MCAF2
O15232,MATN3
A0A075B6J6,IGLV3-22
Q71F56,MED13L
Q71F56,KIAA1025
Q71F56,PROSIT240
Q71F56,THRAP2
Q71F56,TRAP240L
Q15648,MED1
Q15648,ARC205
Q15648,CRSP1
Q15648,CRSP200
Q15648,DRIP205
Q15648,DRIP230
Q15648,PBP
Q15648,PPARBP
Q15648,PPARGBP
Q15648,RB18A
Q15648,TRAP220
Q15648,TRIP2
Q8N635,MEIOB
Q8N635,C16orf73
P20382,PMCH
P20382,MCH
Q16626,MEA1
Q16626,MEA
Q9Y316,MEMO1
Q9Y316,C2orf4
Q9Y316,MEMO
Q9Y316,NS5ATP7
Q9Y316,CGI-27
Q9NZL9,MAT2B
Q9NZL9,TGR
Q9NZL9,MSTP045
Q9NZL9,Nbla02999
Q9NZL9,UNQ2435/PRO4995
O95402,MED26
O95402,ARC70
O95402,CRSP7
Q00987,MDM2
A6NJ08,MBD3L5
Q5VYJ5,MALRD1
Q5VYJ5,C10orf112
Q5VYJ5,DIET1
Q6P0Q8,MAST2
Q6P0Q8,KIAA0807
Q6P0Q8,MAST205
Q8N8X9,MAB21L3
Q8N8X9,C1orf161
P53985,SLC16A1
P53985,MCT1
Q86TA1,MOB3B
Q86TA1,C9orf35
Q86TA1,MOBKL2B
Q96RD1,OR6C1
Q16656,NRF1
Q8NH40,OR6S1
O60683,PEX10
O60683,RNF69
Q99755,PIP5K1A
Q8TCT1,PHOSPHO1
O14737,PDCD5
O14737,TFAR19
P49023,PXN
P43088,PTGFR
Q8NBT0,POC1A
Q8NBT0,WDR51A
Q13951,CBFB
Q9H5P4,PDZD7
Q9H5P4,PDZK7
Q969W9,PMEPA1
Q969W9,STAG1
Q969W9,TMEPAI
Q6T4P5,PLPPR3
Q6T4P5,LPPR3
Q6T4P5,PHP2
Q6T4P5,PRG2
Q15195,PLGLA
Q15195,PLGLA1
Q15195,PLGP2
Q15195,PRGA
Q9UKL6,PCTP
Q9UKL6,STARD2
Q969H6,POP5
Q969H6,AD-008
Q969H6,HSPC004
Q969H6,x0003
Q00G26,PLIN5
Q00G26,LSDP5
Q00G26,OXPAT
Q00G26,PAT-1
Q9UF11,PLEKHB1
Q9UF11,EVT1
Q9UF11,KPL1
Q9UF11,PHR1
Q9UF11,PHRET1
Q9UBT6,POLK
Q9UBT6,DINB1
P48651,PTDSS1
P48651,KIAA0024
P48651,PSSA
Q96BW5,PTER
P61289,PSME3
Q12923,PTPN13
Q12923,PNP1
Q12923,PTP1E
Q12923,PTPL1
P17706,PTPN2
P17706,PTPT
P23470,PTPRG
P23470,PTPG
P53708,ITGA8
P35527,KRT9
Q9UPP2,IQSEC3
Q9UPP2,KIAA1110
P20701,ITGAL
P20701,CD11A
Q86VZ6,JAZF1
Q86VZ6,TIP27
Q86VZ6,ZNF802
Q96M32,AK7
Q14641,INSL4
P15260,IFNGR1
Q9UH77,KLHL3
Q9UH77,KIAA1129
Q9UJ96,KCNG2
Q9UJ96,KCNF2
Q9Y573,IPP
Q9Y573,KLHL27
Q9UQ07,MOK
Q9UQ07,RAGE
Q9UQ07,RAGE1
O75352,MPDU1
P19823,ITIH2
P19823,IGHEP2
Q8IX03,WWC1
Q8IX03,KIAA0869
P57789,KCNK10
P57789,TREK2
Q8IUB9,KRTAP19-1
Q8IUB9,KAP19.1
Q8IUB9,KRTAP19.1
Q04760,GLO1
P22612,PRKACG
A0A0A0MRZ7,IGKV2D-26
Q5TA76,LCE3A
Q5TA76,LEP13
Q13094,LCP2
Q9BV99,LRRC61
Q6P9F7,LRRC8B
Q6P9F7,KIAA0231
Q6P9F7,UNQ6413/PRO21207
O00453,LST1
O00453,B144
O75325,LRRN2
O75325,GAC1
O75325,LRRN5
O75325,UNQ256/PRO293
A1A4G5,LNP1
A1A4G5,NP3
Q969L4,LSM10
O75023,LILRB5
O75023,LIR8
P0DP58,LYNX1
Q9P086,MED11
Q9P086,HSPC296
O00754,MAN2B1
O00754,LAMAN
O00754,MANB
P01717,IGLV3-25
Q3KQU3,MAP7D1
Q3KQU3,KIAA1187
Q3KQU3,PARCC1
Q3KQU3,RPRC1
Q3KQU3,PP2464
Q9Y6D9,MAD1L1
Q9Y6D9,MAD1
Q9Y6D9,TXBP181
Q15013,MAD2L1BP
Q15013,CMT2
Q15013,KIAA0110
Q16048,PMCHL1
O00255,MEN1
O00255,SCG2
Q9H992,MARCHF7
Q9H992,AXOT
Q9H992,MARCH7
Q9H992,RNF177
Q68CR7,LRRC66
Q9NXJ0,MS4A12
C9JLW8,MCRIP1
C9JLW8,FAM195B
C9JLW8,GRAN2
P21439,ABCB4
P21439,MDR3
P21439,PGY3
Q4ZIN3,TMEM259
Q4ZIN3,C19orf6
O43513,MED7
O43513,ARC34
O43513,CRSP9
Q7Z553,MDGA2
Q7Z553,MAMDC1
Q7Z553,UNQ8188/PRO23197
Q8N4S9,MARVELD2
Q8N4S9,TRIC
Q8IYB1,MB21D2
Q8IYB1,C3orf59
P56270,MAZ
P56270,ZNF801
Q9H7H0,METTL17
Q9H7H0,METT11D1
P30304,CDC25A
Q9NXD2,MTMR10
Q9Y483,MTF2
Q9Y483,PCL2
Q13126,MTAP
Q13126,MSAP
Q6BCY4,CYB5R2
Q86W28,NLRP8
Q86W28,NALP8
Q86W28,NOD16
Q86W28,PAN4
Q6ZNJ1,NBEAL2
Q6ZNJ1,KIAA0540
Q6ZNJ1,UNQ253/PRO290
Q9GZM8,NDEL1
Q9GZM8,EOPA
Q9GZM8,MITAP1
Q9GZM8,NUDEL
Q8TBZ2,MYCBPAP
Q8TBZ2,AMAP1
P43490,NAMPT
P43490,PBEF
P43490,PBEF1
Q96MN2,NLRP4
Q96MN2,NALP4
Q96MN2,PAN2
Q96MN2,PYPAF4
Q96MN2,RNH2
Q9HD67,MYO10
Q9HD67,KIAA0799
P56597,NME5
O75592,MYCBP2
O75592,KIAA0916
O75592,PAM
Q5VZE5,NAA35
Q5VZE5,EGAP
Q5VZE5,MAK10
P61599,NAA20
P61599,NAT5
Q8WV74,NUDT8
Q08J23,NSUN2
Q08J23,SAKI
Q08J23,TRM4
Q5VST9,OBSCN
Q5VST9,KIAA1556
Q5VST9,KIAA1639
Q8NHA4,OR2AE1
Q8NHA4,OR2AE2
P30954,OR10J1
Q8NH80,OR10D3
Q8NH80,OR10D3P
O60403,OR10H2
P58181,OR10A3
Q8NH53,OR52N1
Q8NH08,OR10AC1
Q8NH08,OR10AC1P
Q8NGI7,OR10V1
Q96NG3,ODAD4
Q96NG3,TTC25
Q13438,OS9
Q9NTK5,OLA1
Q9NTK5,GTPBP9
Q9NTK5,PRO2455
Q9NTK5,PTD004
O94913,PCF11
O94913,KIAA0824
Q9ULE6,PALD1
Q9ULE6,KIAA1274
Q9ULE6,PALD
Q9NVE7,PANK4
P0C7N5,OR8U9
Q8N7H5,PAF1
Q8N7H5,PD2
O76074,PDE5A
O76074,PDE5
Q15546,MMD
Q15546,PAQR11
Q96DU9,PABPC5
Q96DU9,PABP5
Q9NZ20,PLA2G3
O43422,THAP12
O43422,DAP4
O43422,P52RIPK
O43422,PRKRIR
O43422,THAP0
Q9P2E7,PCDH10
Q9P2E7,KIAA1400
Q9Y5H9,PCDHA2
Q96FE7,PIK3IP1
Q96FE7,HGFL
Q96MG8,PCMTD1
Q86U86,PBRM1
Q86U86,BAF180
Q86U86,PB1
Q8TCG2,PI4K2B
P14210,HGF
P14210,HPTA
Q9BQS7,HEPH
Q9BQS7,KIAA0698
Q9BQS7,UNQ2562/PRO6242
Q9NYD6,HOXC10
Q9NYD6,HOX3I
P04792,HSPB1
P04792,HSP27
P04792,HSP28
P01814,IGHV2-70
Q12988,HSPB3
Q12988,HSP27
Q12988,HSPL27
Q86UW8,HAPLN4
Q86UW8,BRAL2
Q86UW8,KIAA1926
C9JCN9,HSBP1L1
Q86XE5,HOGA1
Q86XE5,C10orf65
Q86XE5,DHDPSL
Q86VS8,HOOK3
P50135,HNMT
P35680,HNF1B
P35680,TCF2
Q9H496,TOR1AIP2
Q9H496,IFRG15
Q14240,EIF4A2
Q14240,DDX2B
Q14240,EIF4F
Q9H5V7,IKZF5
Q9H5V7,ZNFN1A5
P42701,IL12RB1
P42701,IL12R
P42701,IL12RB
Q8IU81,IRF2BP1
Q9BXS1,IDI2
O95256,IL18RAP
O95256,IL1R7
P02533,KRT14
P78504,JAG1
P78504,JAGL1
Q13349,ITGAD
Q7RTS7,KRT74
Q7RTS7,K6IRS4
Q7RTS7,KB37
Q7RTS7,KRT5C
Q7RTS7,KRT6IRS4
Q8TAC2,JOSD2
Q8TAC2,SBBI54
Q9ULD6,INTU
Q9ULD6,KIAA1284
Q9ULD6,PDZD6
Q9ULD6,PDZK6
Q13572,ITPK1
Q96PQ5,PPP1R2P1
Q9Y5Q6,INSL5
Q9Y5Q6,UNQ156/PRO182
F8WCM5,INS-IGF2
P58166,INHBE
Q53HC5,KLHL26
Q14145,KEAP1
Q14145,INRF2
Q14145,KIAA0132
Q14145,KLHL19
Q9UIH9,KLF15
Q9UIH9,KKLF
Q2TAC6,KIF19
Q6JEL2,KLHL10
P60369,KRTAP10-3
P60369,KAP10.3
P60369,KAP18-3
P60369,KRTAP10.3
P60369,KRTAP18-3
P60369,KRTAP18.3
P60985,KRTDAP
P60985,KDAP
P60985,UNQ467/PRO826
Q674X7,KAZN
Q674X7,C1orf196
Q674X7,KAZ
Q674X7,KIAA1026
Q674X7,HRIHFB2003
Q6GTX8,LAIR1
Q6GTX8,CD305
P25391,LAMA1
P25391,LAMA
P24043,LAMA2
P24043,LAMM
P19256,CD58
P19256,LFA3
P50851,LRBA
P50851,BGL
P50851,CDC4L
P50851,LBA
Q86YC3,NRROS
Q86YC3,LRRC33
Q86YC3,UNQ3030/PRO9833
Q6ZSA7,LRRC55
Q9BTT6,LRRC1
Q9BTT6,LANO
Q6ZRR7,LRRC9
P16233,PNLIP
Q8TBB1,LNX1
Q8TBB1,LNX
Q8TBB1,PDZRN2
Q8TBB1,UNQ574/PRO1136
A0A075B6I3,IGLV11-55
P62310,LSM3
P62310,MDS017
P01709,IGLV2-8
Q96RQ3,MCCC1
Q96RQ3,MCCA
Q86U10,ASPG
Q86U10,C14orf76
Q8NE86,MCU
Q8NE86,C10orf42
Q8NE86,CCDC109A
A0A0G2JS06,IGLV5-39
O75095,MEGF6
O75095,EGFL3
O75095,KIAA0815
Q9Y2X0,MED16
Q9Y2X0,DRIP92
Q9Y2X0,THRAP5
Q3C1V0,MS4A18
Q6P1A2,LPCAT3
Q6P1A2,MBOAT5
Q6P1A2,OACT5
Q567V2,MPV17L2
Q567V2,FKSG24
P51512,MMP16
P51512,C8orf57
P51512,MMPX2
Q96NR2,MIR1-1HG-AS1
Q96NR2,C20orf166-AS1
Q96NR2,C20orf200
Q96NR2,NCRNA00335
P26572,MGAT1
P26572,GGNT1
P26572,GLCT1
P26572,GLYT1
P26572,MGAT
Q29983,MICA
Q29983,PERB11.1
Q16612,NREP
Q16612,C5orf13
Q16612,P311
Q1L6U9,MSMP
Q1L6U9,PSMP
Q8NHP6,MOSPD2
Q8NGY5,OR6N1
Q86UD1,OAF
Q86UD1,NS5ATP13TP2
O95047,OR2A4
O95047,OR2A10
P57740,NUP107
Q8NGM9,OR8D4
Q8NH51,OR8K3
Q9BRQ5,ORAI3
Q9BRQ5,TMEM142C
Q8NGH9,OR52E4
Q9H1B4,NXF5
Q9H1B4,TAPL1
Q14654,KCNJ11
Q8NC69,KCTD6
Q86V97,KBTBD6
P01624,IGKV3-15
Q8N3X6,LCORL
P09382,LGALS1
P17931,LGALS3
P17931,MAC2
Q9Y4K0,LOXL2
P43657,LPAR6
P43657,P2RY5
Q6DN14,MCTP1
Q5VWZ2,LYPLAL1
Q8TE12,LMX1A
A0A0A0MRZ9,IGLV5-52
O00339,MATN2
O00339,UNQ193/PRO219
A6NDP7,MYADML2
Q9UIS9,MBD1
Q9UIS9,CXXC3
Q9UIS9,PCM1
Q9UHC7,MKRN1
Q9UHC7,RNF61
Q8NBR6,MINDY2
Q8NBR6,FAM63B
Q8NBR6,KIAA1164
P41218,MNDA
Q9UPX6,MINAR1
Q9UPX6,KIAA1024
Q9UPX6,UBTOR
Q8TC71,SPATA18
Q8TC71,MIEAP
Q8TCY5,MRAP
Q8TCY5,C21orf61
Q8TCY5,FALP
Q53F39,MPPE1
Q53F39,PGAP5
Q53F39,PP579
Q2M3A8,MRGPRG-AS1
Q2M3A8,C11orf36
Q2M3A8,HSD-40
Q2M3A8,HSD40
A8MV57,MPTX1
A8MV57,MPTX
Q15800,MSMO1
Q15800,DESP4
Q15800,ERG25
Q15800,SC4MOL
Q96LU7,MYRFL
Q96LU7,C12orf15
Q96LU7,C12orf28
Q8TE76,MORC4
Q8TE76,ZCW4
Q8TE76,ZCWCC2
Q5SSG8,MUC21
Q5SSG8,C6orf205
Q5SSG8,UNQ697/PRO1342
Q04900,CD164
Q9BV20,MRI1
Q9BV20,MRDI
Q9BV20,UNQ6390/PRO21135
P17050,NAGA
Q9NXR1,NDE1
Q9NXR1,NUDE
Q6IPT4,CYB5RL
P10242,MYB
P12524,MYCL
P12524,BHLHE38
P12524,LMYC
P12524,MYCL1
O94832,MYO1D
O94832,KIAA0727
Q9NPC6,MYOZ2
Q9NPC6,C4orf5
Q6IA69,NADSYN1
P0DPF3,NBPF9
Q6NSJ0,MYORG
Q6NSJ0,KIAA1161
P15172,MYOD1
P15172,BHLHC1
P15172,MYF3
P15172,MYOD
P52952,NKX2-5
P52952,CSX
P52952,NKX2.5
P52952,NKX2E
Q96SB3,PPP1R9B
Q96SB3,PPP1R6
Q99608,NDN
Q92886,NEUROG1
Q92886,BHLHA6
Q92886,NEUROD3
Q92886,NGN
Q92886,NGN1
Q9NQR4,NIT2
Q9NQR4,CUA002
Q13423,NNT
Q9NZP6,NPAP1
Q9NZP6,C15orf2
P48645,NMU
Q9BS92,NIPSNAP3B
Q9BS92,NIPSNAP3
Q9Y6M9,NDUFB9
Q9Y6M9,LYRM3
Q9Y6M9,UQOR22
Q9HCQ7,NPVF
Q9HCQ7,C7orf9
Q9HCQ7,RFRP
Q8IVI9,NOSTRIN
Q9UI09,NDUFA12
Q9UI09,DAP13
P56975,NRG3
Q9BQI9,NRIP2
P03923,MT-ND6
P03923,MTND6
P03923,NADH6
P03923,ND6
Q63ZY6,NSUN5P2
Q63ZY6,NSUN5C
Q63ZY6,WBSCR20B
Q63ZY6,WBSCR20C
Q6IEZ7,OR2T5
Q9UBM4,OPTC
Q9UBM4,OPT
Q8NH00,OR2T4
Q9Y536,PPIAL4A
Q9Y536,COAS2
Q9Y536,PPIAL4B
Q8N349,OR2L13
Q8N349,OR2L14
Q9UKS6,PACSIN3
Q9GZP0,PDGFD
Q9GZP0,IEGF
Q9GZP0,SCDGFB
Q9GZP0,MSTP036
Q9GZP0,UNQ1899/PRO4345
Q9Y5H6,PCDHA8
Q8IVL5,P3H2
Q8IVL5,LEPREL1
Q8IVL5,MLAT4
Q15154,PCM1
Q7Z4N8,P4HA3
Q7Z4N8,UNQ711/PRO1374
Q9BTU6,PI4K2A
Q6ZVD8,PHLPP2
Q6ZVD8,KIAA0931
Q6ZVD8,PHLPPL
P01833,PIGR
Q76NI1,KNDC1
Q76NI1,C10orf23
Q76NI1,KIAA1768
Q76NI1,RASGEF2
Q76NI1,VKIND
Q76NI1,hucep-9
Q9Y6N6,LAMC3
Q14739,LBR
P00709,LALBA
P00709,LYZL7
O00182,LGALS9
P0CW20,LIMS4
P0CW20,LIMS3L
Q8N7C0,LRRC52
O75074,LRP3
Q5VT99,LRRC38
Q96KN1,LRATD2
Q96KN1,BCMP101
Q96KN1,FAM84B
Q96KN1,NSE2
Q8N9N7,LRRC57
Q8TD94,KLF14
Q8TD94,BTEB5
O75197,LRP5
O75197,LR3
O75197,LRP7
A0A0A0MT76,IGLJ1
Q8N2S1,LTBP4
O60449,LY75
O60449,CD205
O60449,CLEC13B
Q9Y5X9,LIPG
Q9Y5X9,UNQ387/PRO719
P59901,LILRA4
P59901,ILT7
Q6P5Q4,LMOD2
Q8NA19,L3MBTL4
Q8N8R3,SLC25A29
Q8N8R3,C14orf69
Q8N8R3,ORNT3
Q9BQD1,PMCHL2
Q14244,MAP7
P42679,MATK
P42679,CTK
P42679,HYL
Q96JE9,MAP6
Q96JE9,KIAA1878
A1Z1Q3,MACROD2
A1Z1Q3,C20orf133
Q5VT66,MTARC1
Q5VT66,MARC1
Q5VT66,MOSC1
Q9UJ55,MAGEL2
Q9UJ55,NDNL1
Q9H8J5,MANSC1
Q9H8J5,LOH12CR3
Q9H8J5,UNQ316/PRO361
Q99698,LYST
Q99698,CHS
Q99698,CHS1
Q5XG99,LYSMD4
P43361,MAGEA8
P43361,MAGE8
P43362,MAGEA9
P43362,MAGE9
P43362,MAGEA9A;
P43362,MAGEA9B
Q9HCC0,MCCC2
Q9HCC0,MCCB
Q66K74,MAP1S
Q66K74,BPY2IP1
Q66K74,C19orf5
Q66K74,MAP8
Q66K74,VCY2IP1
O95382,MAP3K6
O95382,ASK2
O95382,MAPKKK6
O95382,MEKK6
A8MYZ0,MINDY4B
A8MYZ0,C3orf76
A8MYZ0,FAM188B2
Q96ER9,CCDC51
Q96ER9,MITOK
Q8N119,MMP21
Q15759,MAPK11
Q15759,PRKM11
Q15759,SAPK2
Q15759,SAPK2B
